Unnamed: 0,id,user_id,timestamp,loan_amount,loan_purpose,outcome,interest,webvisit_id
7767,5226139,20371336,1509945927,70000,home purchase,ACCEPTED,14.0,
7825,34292317,86170886,1510998383,180000,Refinance existing loans,ACCEPTED,6.7,
7881,7319475,29580809,1510059963,40000,Refinance existing loans,REJECTED,7.0,"(30837373,)"
7889,94342997,55495301,1509738791,40000,Refinance existing loans,REJECTED,6.7,
7944,96876011,32359759,1510398684,240000,Buying a pet,REJECTED,7.0,"(65070239,)"
7974,66083440,73765367,1509781014,260000,Refinance existing loans,ACCEPTED,8.7,"(27614219,)"
7978,74418733,8489070,1511210776,170000,Refinance existing loans,REJECTED,14.0,
8001,8729734,38328672,1511538812,290000,buying a pet,REJECTED,14.0,"(91936188,)"
8008,87340969,15874596,1511302721,200000,Refinance existing loans,ACCEPTED,14.0,
8048,96101348,93128650,1511357191,100000,Buying a pet,REJECTED,7.0,"(23563866,)"
8060,40347745,11633439,1511967149,210000,Buying a pet,ACCEPTED,6.7,
8066,59806422,80604192,1509702474,190000,Buying a pet,ACCEPTED,8.7,
8138,30898664,39929190,1510261083,210000,Refinance existing loans,REJECTED,6.7,"(75973270,)"
8165,28328340,1008801,1510541144,280000,Refinance existing loans,ACCEPTED,8.7,
8201,81820031,31541941,1511145899,120000,Home purchase,REJECTED,14.0,
8235,86540570,32060303,1511875792,90000,Buying a pet,REJECTED,6.7,
8259,95831758,79902625,1510000787,90000,Buying a pet,ACCEPTED,7.0,"(63352063,)"
8274,1902019,87192368,1511077672,280000,Refinance existing loans,ACCEPTED,6.7,
8307,44971347,47663175,1510183300,210000,home purchase,ACCEPTED,8.7,
8336,19104173,54747960,1510389957,50000,Refinance existing loans,ACCEPTED,6.7,"(26911839,)"
8349,27073143,57805853,1510779344,40000,Refinance existing loans,REJECTED,7.0,
8361,67475534,1758172,1510417860,180000,buying a pet,ACCEPTED,7.0,"(66314215,)"
8456,5390716,60534877,1511244588,270000,home purchase,REJECTED,14.0,"(82050525,)"
8458,27362651,81228188,1509869577,220000,Refinance existing loans,REJECTED,8.7,
8512,69360292,93887590,1511533766,300000,Buying a pet,REJECTED,8.7,
8537,73854773,13767368,1511590013,60000,buying a pet,REJECTED,6.7,
8570,40792924,6544522,1511246576,80000,buying a pet,ACCEPTED,6.7,
8618,58935842,71998815,1511147891,190000,home purchase,ACCEPTED,7.0,"(75053360,)"
8634,4851795,84533863,1510518330,220000,Buying a pet,ACCEPTED,7.0,
8665,54626066,61194432,1511657696,250000,Refinance existing loans,REJECTED,14.0,
8672,77890955,54857273,1510259496,220000,home purchase,ACCEPTED,7.0,
8680,3902574,8046163,1510731240,60000,Home purchase,ACCEPTED,14.0,"(89018919,)"
8684,50533916,77016176,1510029074,80000,Refinance existing loans,REJECTED,14.0,"(4413573,)"
8715,17040106,61230157,1511629936,200000,home purchase,REJECTED,6.7,
8740,6476489,13679427,1511721743,50000,buying a pet,REJECTED,14.0,"(2914073,)"
8786,76792171,60884073,1511966008,150000,Refinance existing loans,REJECTED,7.0,
8836,32301054,41872454,1510629022,60000,Buying a pet,REJECTED,7.0,
8858,43282505,33953444,1509888588,40000,home purchase,REJECTED,6.7,
8873,40631457,24399589,1510025873,230000,Buying a pet,ACCEPTED,6.7,
8900,39786134,47700162,1510200032,150000,Refinance existing loans,ACCEPTED,8.7,
8931,28591029,61967507,1510338888,220000,Refinance existing loans,REJECTED,7.0,
8976,45077896,19534307,1510854058,230000,buying a pet,ACCEPTED,8.7,"(86629841,)"
9045,56154049,63926324,1510595411,240000,Buying a pet,REJECTED,6.7,"(33224654,)"
9077,81980110,66520241,1510568980,170000,Buying a pet,ACCEPTED,8.7,"(17722538,)"
9102,36757273,13034497,1510908527,280000,Refinance existing loans,ACCEPTED,14.0,"(16698668,)"
9103,25136158,68729254,1510719932,80000,Refinance existing loans,ACCEPTED,14.0,
9208,6435454,91712732,1511736641,80000,Refinance existing loans,REJECTED,7.0,
9213,96625252,27127933,1510729642,290000,Buying a pet,ACCEPTED,8.7,
9239,92457574,7958657,1509681385,180000,home purchase,ACCEPTED,14.0,
9297,3509171,29489986,1511551601,20000,Refinance existing loans,ACCEPTED,14.0,
9321,24399707,6761737,1510465055,20000,Refinance existing loans,ACCEPTED,8.7,"(10367174,)"
9327,61104830,57220882,1510162322,180000,Refinance existing loans,REJECTED,8.7,
9374,58557099,95630325,1509733753,250000,Buying a pet,REJECTED,7.0,
9395,46334385,17938170,1510124911,260000,Refinance existing loans,REJECTED,7.0,
9421,67566681,71726001,1510033580,70000,Buying a pet,REJECTED,7.0,
9463,12725695,96864404,1510235286,200000,Refinance existing loans,REJECTED,6.7,
9489,80863986,4678501,1509909872,190000,home purchase,ACCEPTED,6.7,"(54536694,)"
9534,67512136,23979581,1511596779,270000,Refinance existing loans,REJECTED,14.0,
9552,77715948,26204477,1509838930,240000,Refinance existing loans,REJECTED,8.7,"(88954,)"
9619,39718689,93687542,1510168944,50000,Home purchase,ACCEPTED,7.0,
9642,75567578,96845249,1510170444,80000,Buying a pet,ACCEPTED,14.0,"(30016281,)"
9712,15208535,93649323,1511764068,240000,Buying a pet,REJECTED,6.7,
9737,49858950,96587163,1511367622,60000,Home purchase,REJECTED,8.7,"(92543909,)"
9779,10691575,708692,1510103888,60000,buying a pet,ACCEPTED,6.7,
9785,62415199,40086926,1509832908,50000,buying a pet,REJECTED,14.0,
9812,2906045,60227427,1511552489,30000,Home purchase,ACCEPTED,7.0,
9953,18178127,66515686,1510742254,230000,home purchase,REJECTED,6.7,
9982,45677616,13466460,1511411150,40000,Refinance existing loans,REJECTED,14.0,
10025,9558660,26338153,1510664960,70000,buying a pet,REJECTED,7.0,
10031,62442983,20606158,1509873350,170000,buying a pet,ACCEPTED,14.0,
10093,52671555,18890788,1511066458,120000,Home purchase,REJECTED,8.7,
10112,86442297,77235876,1509789414,20000,Home purchase,ACCEPTED,6.7,
10128,87201174,64933134,1510379984,80000,Home purchase,ACCEPTED,8.7,
10158,79693135,18238845,1511101458,170000,Refinance existing loans,ACCEPTED,6.7,"(75341839,)"
10164,20560924,81766243,1511186958,250000,Refinance existing loans,REJECTED,7.0,
10209,24420107,96187393,1510947042,30000,Refinance existing loans,REJECTED,7.0,
10281,97600572,23970447,1509501305,40000,Refinance existing loans,REJECTED,14.0,
10283,14528021,90348740,1510053638,210000,Buying a pet,REJECTED,7.0,
10285,55296332,39470704,1510962594,220000,Refinance existing loans,REJECTED,7.0,
10296,88867956,10343480,1509884303,290000,Refinance existing loans,ACCEPTED,7.0,
10338,53683029,70554920,1509578659,120000,Buying a pet,ACCEPTED,6.7,
10346,30540734,79417252,1510446389,250000,Home purchase,ACCEPTED,7.0,"(72278124,)"
10387,58219195,74526841,1510499899,290000,Refinance existing loans,ACCEPTED,14.0,
10401,13834307,49074673,1511840629,260000,Buying a pet,REJECTED,14.0,
10458,24380263,25008345,1510905486,40000,Refinance existing loans,ACCEPTED,7.0,
10491,70245402,4094425,1510713847,60000,Refinance existing loans,ACCEPTED,8.7,
10518,20555542,79995621,1510020440,300000,Home purchase,ACCEPTED,14.0,
10539,99036205,45838515,1510916311,230000,home purchase,ACCEPTED,7.0,"(13901298,)"
10567,47750849,99434002,1510405102,100000,Buying a pet,ACCEPTED,6.7,
10599,5163265,19488687,1511863205,60000,Refinance existing loans,ACCEPTED,8.7,
10635,26306875,80228475,1511005030,90000,buying a pet,REJECTED,6.7,
10653,54263134,55008138,1510948534,210000,Refinance existing loans,ACCEPTED,7.0,
10658,69902834,27538488,1510237401,50000,Buying a pet,REJECTED,14.0,
10666,91541011,95853516,1509851625,300000,Buying a pet,ACCEPTED,7.0,"(749206,)"
10753,60992436,43123950,1510154154,260000,Refinance existing loans,ACCEPTED,6.7,"(8336088,)"
10770,3136975,90145464,1510904423,220000,Buying a pet,REJECTED,8.7,
10810,6282360,49880048,1510072260,90000,home purchase,REJECTED,7.0,
10838,59187253,74100894,1511363641,170000,home purchase,REJECTED,8.7,
10849,1233497,50370630,1510116978,120000,home purchase,REJECTED,14.0,
10951,17884463,71295369,1510040209,260000,buying a pet,REJECTED,7.0,
10974,18826069,1739085,1511293640,300000,Home purchase,ACCEPTED,7.0,"(36810640,)"
11006,96715252,39457954,1511203458,40000,Buying a pet,ACCEPTED,7.0,
11041,4197247,57570949,1511097743,250000,Refinance existing loans,REJECTED,6.7,
11048,93445410,58255762,1511609689,70000,Refinance existing loans,ACCEPTED,6.7,"(24863930,)"
11072,12955896,81581553,1509929782,190000,Home purchase,ACCEPTED,7.0,
11114,71545139,74868273,1511687166,250000,Refinance existing loans,ACCEPTED,14.0,"(94562313,)"
11117,87158843,81656079,1511513149,120000,Buying a pet,ACCEPTED,6.7,"(73345413,)"
11118,21835731,21507276,1511063881,270000,Home purchase,REJECTED,14.0,
11137,55029936,87541072,1509694604,50000,Refinance existing loans,ACCEPTED,6.7,
11140,40467750,89257246,1510214563,260000,Refinance existing loans,REJECTED,6.7,
11145,52783458,15855590,1511661260,100000,Buying a pet,REJECTED,8.7,"(4262508,)"
11175,72781801,99231619,1511668224,60000,home purchase,REJECTED,7.0,"(9400008,)"
11188,73480619,52946257,1511120093,290000,Home purchase,REJECTED,7.0,
11201,42707526,12507290,1511926530,260000,buying a pet,REJECTED,7.0,
11221,65134572,79353820,1510662582,260000,Home purchase,ACCEPTED,7.0,
11243,73604155,81803016,1509884558,180000,Refinance existing loans,ACCEPTED,6.7,
11271,15026196,21004829,1509962334,210000,Refinance existing loans,ACCEPTED,8.7,"(23399038,)"
11301,66693930,14420289,1511189250,210000,Home purchase,ACCEPTED,7.0,
11322,71764048,61343658,1509974942,60000,Refinance existing loans,REJECTED,14.0,"(40687976,)"
11373,2890577,19130517,1509691640,60000,Home purchase,ACCEPTED,6.7,
11394,49938031,5226453,1510709654,170000,Buying a pet,REJECTED,8.7,
11413,32160729,28232337,1511817406,70000,Buying a pet,ACCEPTED,8.7,
11415,24904621,23966802,1510983643,120000,Refinance existing loans,ACCEPTED,7.0,"(54042222,)"
11487,95139111,38502509,1511757204,300000,Refinance existing loans,REJECTED,14.0,
11491,39933089,76105754,1511322809,210000,Refinance existing loans,REJECTED,8.7,
11496,36518844,12698044,1510955516,30000,Buying a pet,REJECTED,8.7,"(67653316,)"
11511,80739169,33508143,1511985213,50000,Refinance existing loans,ACCEPTED,7.0,
11518,56106513,13188270,1511458739,200000,buying a pet,REJECTED,7.0,"(46650470,)"
11528,53305359,53901086,1509922773,150000,Refinance existing loans,ACCEPTED,6.7,"(78069096,)"
11540,80093952,4383105,1510550944,250000,Buying a pet,REJECTED,14.0,
11549,70013243,54431386,1511407153,60000,Refinance existing loans,ACCEPTED,8.7,
11571,4198669,20067173,1510861135,100000,Buying a pet,REJECTED,14.0,
11572,17835227,20067173,1511629536,100000,Buying a pet,ACCEPTED,14.0,
11586,62314004,28359730,1509990189,90000,home purchase,ACCEPTED,8.7,
11614,60533455,88628393,1509784520,150000,Home purchase,REJECTED,6.7,
11616,83245963,63600904,1510829109,20000,Refinance existing loans,REJECTED,6.7,"(21751962,)"
11625,10576159,69770455,1511718626,280000,Refinance existing loans,ACCEPTED,14.0,
11632,79873676,89808468,1511155924,210000,Buying a pet,ACCEPTED,7.0,"(37417031,)"
11634,83260205,92250082,1511906390,170000,buying a pet,REJECTED,14.0,
11653,83842518,92939310,1510494440,60000,Home purchase,ACCEPTED,7.0,
11682,25760737,76993002,1511900398,20000,Home purchase,REJECTED,14.0,
11691,56915304,99492896,1510819329,50000,Refinance existing loans,ACCEPTED,8.7,
11739,883562,40816313,1511535781,230000,Refinance existing loans,REJECTED,8.7,
11781,66999668,65294463,1511469407,210000,Refinance existing loans,ACCEPTED,14.0,"(95327465,)"
11795,91390599,47605971,1511438448,180000,Home purchase,REJECTED,14.0,
11840,43598051,82752174,1511446641,70000,home purchase,ACCEPTED,14.0,
11917,80047373,10626939,1511133319,260000,home purchase,ACCEPTED,7.0,
11961,91941235,31137397,1509627743,210000,Refinance existing loans,ACCEPTED,14.0,
11996,31766107,4602092,1510289831,30000,Refinance existing loans,ACCEPTED,8.7,"(38834928,)"
12035,54177784,79829463,1510805047,100000,Home purchase,ACCEPTED,14.0,"(14783729,)"
12044,86286415,14088228,1509730072,270000,Buying a pet,ACCEPTED,6.7,
12071,67158395,75468646,1511569231,60000,Buying a pet,ACCEPTED,8.7,
12076,40031667,58016961,1510473002,30000,Buying a pet,ACCEPTED,14.0,"(10022842,)"
12093,25085241,10493434,1509811322,200000,Home purchase,ACCEPTED,6.7,"(2209937,)"
12106,96036578,91577728,1510725268,270000,Refinance existing loans,REJECTED,7.0,
12109,59092490,19242784,1510451041,60000,Refinance existing loans,REJECTED,8.7,"(93983148,)"
12174,87068924,22071156,1510585750,170000,Buying a pet,REJECTED,8.7,"(78226838,)"
12180,3534389,97623177,1511908869,20000,Refinance existing loans,REJECTED,14.0,
12210,56055469,19482033,1509964844,90000,Buying a pet,REJECTED,8.7,
12273,50046204,43058400,1510583514,190000,Refinance existing loans,REJECTED,8.7,
12302,17317464,93095852,1509714523,120000,Buying a pet,ACCEPTED,8.7,
12305,29612828,86265099,1510016646,200000,Refinance existing loans,REJECTED,14.0,"(61228287,)"
12335,95295527,37744550,1511187179,70000,Refinance existing loans,REJECTED,6.7,"(39018835,)"
12341,72643476,30339381,1510644521,150000,Home purchase,REJECTED,7.0,
12343,26944365,98988372,1511881947,30000,Refinance existing loans,ACCEPTED,8.7,
12347,4921031,7360476,1510988919,90000,home purchase,ACCEPTED,7.0,
12364,79806083,75710918,1510099779,270000,home purchase,ACCEPTED,8.7,
12408,26238723,95906897,1510957509,220000,Buying a pet,REJECTED,7.0,
12487,33537019,12583342,1511166817,40000,Buying a pet,REJECTED,7.0,
12535,43536481,8052971,1510310726,60000,Buying a pet,REJECTED,8.7,
12549,75664336,43077518,1510272361,190000,Home purchase,REJECTED,7.0,
12565,664780,64867050,1510606119,280000,home purchase,ACCEPTED,14.0,
12594,89490019,51123938,1510364529,20000,Refinance existing loans,ACCEPTED,6.7,
12599,25246578,39900144,1511514580,20000,Home purchase,REJECTED,14.0,"(48348313,)"
12619,64487252,21161103,1510753963,280000,Home purchase,REJECTED,6.7,
12625,27025307,67640136,1511342265,50000,Home purchase,ACCEPTED,14.0,"(37256418,)"
12671,77879564,82211030,1509611983,180000,Buying a pet,ACCEPTED,7.0,
12737,51149221,11439511,1510421680,170000,home purchase,REJECTED,7.0,
12738,53343828,11439511,1509928489,20000,Refinance existing loans,REJECTED,7.0,"(2510951,)"
12768,72023274,49787132,1509951251,290000,Refinance existing loans,REJECTED,14.0,
12791,27589383,85056269,1510150180,50000,home purchase,REJECTED,8.7,
12793,95296981,55934657,1510380581,80000,Refinance existing loans,REJECTED,7.0,
12888,41348144,33934788,1511492204,60000,Refinance existing loans,ACCEPTED,7.0,
12902,72995343,78454772,1509581732,300000,Buying a pet,ACCEPTED,8.7,
12932,69617893,78850802,1510254564,50000,Home purchase,ACCEPTED,6.7,"(21048654,)"
12959,13240901,85994740,1510317487,260000,Home purchase,REJECTED,7.0,
12963,52341435,79551749,1509809949,190000,Refinance existing loans,REJECTED,8.7,
13006,91230475,85485480,1510837192,280000,home purchase,REJECTED,7.0,"(59465201,)"
13048,93255049,67450754,1511895457,300000,Home purchase,ACCEPTED,6.7,
13077,9783629,91653317,1511482075,80000,Buying a pet,REJECTED,14.0,
13096,11338566,85472043,1510629012,170000,Home purchase,REJECTED,7.0,"(33622602,)"
13097,47435076,50091219,1511907609,150000,buying a pet,REJECTED,6.7,"(11030221,)"
13140,34365646,25696305,1510390680,210000,Refinance existing loans,REJECTED,6.7,"(90557393,)"
13144,15449455,13713656,1510305624,100000,Refinance existing loans,REJECTED,14.0,
13148,62448816,33973604,1510217342,290000,home purchase,REJECTED,7.0,
13149,69682690,82502400,1511135030,190000,Buying a pet,ACCEPTED,6.7,
13171,79083122,9533482,1511155136,180000,home purchase,ACCEPTED,6.7,
13173,44458551,98985449,1509987940,260000,Refinance existing loans,ACCEPTED,7.0,
13195,86677977,41156278,1511511045,90000,Home purchase,REJECTED,6.7,
13227,16248560,87363660,1510223165,240000,Refinance existing loans,REJECTED,14.0,
13240,16481319,46938789,1511040073,280000,home purchase,ACCEPTED,14.0,
13250,51495819,84110847,1509700568,80000,Buying a pet,REJECTED,8.7,
13260,4972093,19690050,1510031457,250000,Buying a pet,REJECTED,8.7,
13299,2022375,15341422,1511046633,200000,Refinance existing loans,REJECTED,14.0,"(10706125,)"
13314,69838489,78396814,1509558734,200000,Home purchase,REJECTED,14.0,"(39689331,)"
13315,96090421,76003510,1511024590,80000,Refinance existing loans,REJECTED,6.7,
13333,34911732,74445652,1509629266,180000,Refinance existing loans,REJECTED,8.7,"(78101342,)"
13337,88600935,1558929,1509668503,190000,Buying a pet,REJECTED,14.0,
13351,1938630,28584568,1511225717,270000,Home purchase,ACCEPTED,8.7,
13353,69582777,58935912,1510557386,40000,Buying a pet,ACCEPTED,6.7,
13357,24277279,34667292,1510728908,270000,Buying a pet,REJECTED,8.7,
13360,11044128,12338671,1511339302,200000,Refinance existing loans,REJECTED,7.0,
13444,68891194,60169930,1511282409,290000,Refinance existing loans,REJECTED,14.0,"(91546110,)"
13450,27788967,52745812,1510163961,60000,Home purchase,REJECTED,6.7,
13477,50907033,76010446,1511915273,260000,Refinance existing loans,REJECTED,14.0,
13492,90433942,27311532,1511297160,60000,Refinance existing loans,REJECTED,14.0,
13509,48467608,6532586,1511113432,240000,buying a pet,ACCEPTED,6.7,
13522,99525083,34444959,1510737363,30000,Refinance existing loans,ACCEPTED,8.7,
13570,46324848,48148331,1510303737,120000,Refinance existing loans,REJECTED,14.0,"(55746280,)"
13581,20023561,5261449,1510108725,100000,buying a pet,ACCEPTED,14.0,"(15767846,)"
13598,83351596,34112381,1509839623,20000,buying a pet,REJECTED,6.7,
13618,68528287,38495070,1510292143,250000,Buying a pet,REJECTED,8.7,"(18825880,)"
13661,77736301,18009063,1511412250,250000,Buying a pet,REJECTED,6.7,
13703,89334158,82921638,1511610561,50000,buying a pet,ACCEPTED,6.7,
13719,18115764,54615026,1509763438,120000,Buying a pet,ACCEPTED,14.0,
13765,31358631,23160678,1511643530,270000,Buying a pet,REJECTED,8.7,"(34405575,)"
13789,96844384,12585254,1511840117,60000,home purchase,ACCEPTED,7.0,
13801,21604197,82151733,1511446901,180000,home purchase,ACCEPTED,6.7,"(24122535,)"
13805,41397258,83730887,1510187218,150000,Refinance existing loans,ACCEPTED,7.0,
13809,75961585,82700477,1510429820,260000,Refinance existing loans,REJECTED,14.0,
13836,52297127,82384341,1511379912,90000,Refinance existing loans,ACCEPTED,8.7,
13863,82367130,46037,1510040019,90000,Refinance existing loans,ACCEPTED,6.7,"(54354971,)"
13882,31593149,37042372,1509564724,40000,Refinance existing loans,ACCEPTED,8.7,
13890,58463925,40081953,1511128045,190000,Buying a pet,REJECTED,8.7,
14026,44461839,44706023,1511650075,170000,Home purchase,ACCEPTED,6.7,
14121,82118951,30548451,1510752216,230000,Refinance existing loans,REJECTED,6.7,
14123,63198579,58502508,1509638250,230000,Buying a pet,ACCEPTED,7.0,"(89151535,)"
14147,43856271,61882447,1511578065,290000,Home purchase,REJECTED,6.7,"(98129983,)"
14151,56949522,39872929,1511583190,150000,Home purchase,REJECTED,8.7,"(74076929,)"
14157,49135018,92850484,1511511054,70000,Buying a pet,REJECTED,8.7,
14229,38996842,98263495,1510804385,210000,Refinance existing loans,REJECTED,6.7,
14240,80876384,37515205,1509557452,120000,Buying a pet,REJECTED,14.0,
14255,25762051,27277815,1509640267,120000,buying a pet,REJECTED,7.0,
14279,44610398,57938531,1509688009,30000,Refinance existing loans,REJECTED,7.0,"(70611160,)"
14310,36063435,52582021,1509607527,40000,Home purchase,ACCEPTED,6.7,"(70316856,)"
14325,93088017,67514367,1511899864,240000,Buying a pet,REJECTED,8.7,"(46915498,)"
14333,7412993,73393482,1510304620,60000,Refinance existing loans,ACCEPTED,6.7,
14349,34380713,71444013,1510235171,80000,Refinance existing loans,REJECTED,8.7,
14357,42565534,6123790,1511221743,40000,Buying a pet,REJECTED,8.7,
14360,97205199,54761626,1511221707,260000,Buying a pet,ACCEPTED,14.0,
14387,61085429,64555568,1510959494,250000,Home purchase,ACCEPTED,7.0,
14412,83226520,42393852,1510703105,80000,Refinance existing loans,ACCEPTED,7.0,
14456,73059564,8269995,1510915886,240000,Refinance existing loans,REJECTED,7.0,
14462,32345691,19778503,1510283619,170000,Home purchase,ACCEPTED,14.0,
14495,58542991,48628583,1509911849,200000,Home purchase,REJECTED,8.7,
14500,63859377,99666855,1509845619,70000,Home purchase,ACCEPTED,7.0,"(28480646,)"
14505,98787121,93256621,1511479843,40000,Buying a pet,REJECTED,6.7,
14560,89808099,30666439,1511796444,60000,home purchase,REJECTED,14.0,"(19475055,)"
14582,79526371,84594729,1509612685,280000,Refinance existing loans,REJECTED,8.7,"(8272632,)"
14588,26770717,84726570,1511800094,40000,Buying a pet,ACCEPTED,14.0,"(78706202,)"
14592,46711953,74578425,1511727212,210000,Refinance existing loans,REJECTED,14.0,"(80825564,)"
14612,44116744,49185836,1510929253,60000,Home purchase,REJECTED,6.7,"(66108557,)"
14628,35173769,2827284,1509497277,190000,Refinance existing loans,REJECTED,8.7,
14653,22003521,5779956,1510632128,60000,buying a pet,ACCEPTED,7.0,
14662,41552555,79447059,1510151349,240000,Refinance existing loans,REJECTED,6.7,
14669,63552789,91359639,1510152805,240000,home purchase,REJECTED,8.7,"(21968143,)"
14672,22200362,86924377,1510918318,210000,Refinance existing loans,REJECTED,14.0,"(49727397,)"
14690,88711072,67860220,1509958149,120000,Buying a pet,REJECTED,8.7,"(66864278,)"
14700,24175473,98311566,1510773711,90000,Refinance existing loans,ACCEPTED,8.7,
14707,76989428,70239647,1511435445,20000,home purchase,ACCEPTED,7.0,"(57310417,)"
14732,8565506,88115517,1509597740,290000,Refinance existing loans,ACCEPTED,14.0,
14760,7162010,435191,1511515380,210000,Refinance existing loans,ACCEPTED,8.7,"(38342006,)"
14763,62498977,2795097,1509500676,30000,Home purchase,ACCEPTED,8.7,"(70960075,)"
14783,47847503,72964285,1510209727,80000,home purchase,ACCEPTED,14.0,
14866,987242,19443774,1509802111,200000,buying a pet,REJECTED,6.7,
14881,16671792,39080746,1511266304,270000,Home purchase,ACCEPTED,6.7,
14892,65495534,46792895,1511804263,90000,Refinance existing loans,REJECTED,8.7,
14897,19616342,3614865,1510764655,220000,Refinance existing loans,ACCEPTED,14.0,
14918,63936216,9629535,1509941011,120000,Refinance existing loans,ACCEPTED,7.0,
14925,24500155,385433,1510667743,170000,buying a pet,REJECTED,8.7,
14927,45752263,88833895,1511266723,180000,Refinance existing loans,ACCEPTED,7.0,
14934,92889645,13065228,1510710274,120000,Refinance existing loans,ACCEPTED,7.0,
14941,57329991,29434932,1509523518,270000,Buying a pet,REJECTED,14.0,
14942,73425594,94251261,1511498279,70000,buying a pet,REJECTED,6.7,
14993,49233841,42346781,1509535068,170000,Buying a pet,ACCEPTED,8.7,"(71714668,)"
15002,68999608,1141538,1509756292,210000,Buying a pet,ACCEPTED,14.0,
43,49292004,33925626,1513027121,50000,Buying a pet,REJECTED,6.7,
47,46065910,95072458,1512545194,240000,Refinance existing loans,REJECTED,8.7,
66,91134001,91373937,1513722020,260000,buying a pet,REJECTED,8.7,
77,47249373,34166152,1513356249,100000,Home purchase,ACCEPTED,6.7,
103,26132952,34835581,1514024738,240000,Refinance existing loans,ACCEPTED,8.7,
144,69356337,2724999,1512731062,70000,home purchase,ACCEPTED,8.7,
155,51507992,12313227,1512853048,190000,Buying a pet,REJECTED,7.0,
202,55587254,30789267,1512387916,290000,Refinance existing loans,REJECTED,7.0,
219,9368076,55371918,1513479430,70000,Home purchase,ACCEPTED,6.7,
247,78650401,50294404,1514540829,50000,home purchase,ACCEPTED,14.0,
256,33470493,33429824,1513592737,230000,Buying a pet,REJECTED,14.0,"(36358225,)"
262,26525682,33611081,1513089922,190000,Home purchase,REJECTED,14.0,
276,98974878,9614044,1514296044,20000,Home purchase,REJECTED,7.0,
284,34400423,58039517,1514269093,70000,buying a pet,REJECTED,8.7,
315,68615869,7090013,1514468677,30000,Home purchase,ACCEPTED,8.7,"(73744246,)"
331,47200017,27648838,1512391418,100000,Buying a pet,REJECTED,14.0,"(81930068,)"
347,4025661,96878140,1512539457,200000,Refinance existing loans,REJECTED,14.0,
415,10999562,11466693,1514478364,190000,Home purchase,REJECTED,8.7,"(71856987,)"
451,85265749,67454903,1512348853,90000,Refinance existing loans,ACCEPTED,8.7,
465,71684826,82014929,1514016456,180000,Buying a pet,ACCEPTED,14.0,
473,88101466,32722832,1514263409,170000,Buying a pet,REJECTED,8.7,"(83740406,)"
498,19890945,50728239,1513013854,120000,Buying a pet,REJECTED,8.7,
519,72346577,84260501,1513377934,190000,Refinance existing loans,REJECTED,14.0,"(26814135,)"
565,80395854,28788822,1512751342,200000,home purchase,ACCEPTED,7.0,"(71091866,)"
593,80549872,31561349,1513393359,210000,Buying a pet,ACCEPTED,6.7,
643,87435365,81065490,1514408007,100000,buying a pet,REJECTED,6.7,
647,49995516,91506,1513032676,240000,Buying a pet,ACCEPTED,14.0,
654,9145013,59733888,1513119740,230000,Home purchase,ACCEPTED,14.0,
677,63521309,43924842,1513526219,170000,Refinance existing loans,ACCEPTED,6.7,"(74930442,)"
763,45874580,64990048,1512422222,290000,Refinance existing loans,ACCEPTED,8.7,
796,18096435,20188184,1513879073,200000,Refinance existing loans,ACCEPTED,6.7,
802,19188631,76520529,1513605102,70000,home purchase,ACCEPTED,8.7,"(38438555,)"
811,7993765,6001271,1512265539,180000,buying a pet,ACCEPTED,7.0,"(1626345,)"
816,7306879,94784671,1513727376,150000,Buying a pet,REJECTED,7.0,"(78024307,)"
817,59498272,94784671,1513145623,280000,home purchase,ACCEPTED,8.7,"(61928137,)"
836,96870314,79753049,1513844563,30000,Refinance existing loans,ACCEPTED,7.0,"(86741762,)"
838,29093320,24704226,1514060870,250000,Refinance existing loans,REJECTED,7.0,
839,66553335,83626365,1514237065,240000,Home purchase,REJECTED,6.7,
841,61039763,20280485,1514375311,20000,Refinance existing loans,ACCEPTED,14.0,
859,60805321,31839014,1513983738,90000,home purchase,REJECTED,6.7,"(64433750,)"
921,61403076,79640937,1512772919,190000,Home purchase,REJECTED,6.7,"(59550562,)"
963,93807218,93352006,1512785574,210000,Buying a pet,ACCEPTED,6.7,
992,45286582,51740457,1513308602,50000,Home purchase,REJECTED,6.7,
998,87515558,94007102,1513037572,280000,home purchase,ACCEPTED,8.7,
1003,82141134,12197340,1513431618,290000,Buying a pet,REJECTED,8.7,
1041,55251446,67860753,1512212940,240000,Buying a pet,REJECTED,8.7,"(74470625,)"
1178,20429053,92528757,1512838684,190000,home purchase,ACCEPTED,8.7,
1179,60671158,86046101,1514668822,190000,Home purchase,ACCEPTED,6.7,
1185,77388350,13337961,1513707072,280000,home purchase,REJECTED,7.0,
1205,26259341,95497570,1513278146,50000,Buying a pet,REJECTED,14.0,
1206,83366962,98566909,1513775775,170000,Buying a pet,ACCEPTED,8.7,"(50712061,)"
1243,12412586,88976799,1514185898,260000,Home purchase,ACCEPTED,7.0,
1244,2611890,60657812,1512671157,200000,Buying a pet,REJECTED,7.0,
1280,96586346,33580010,1513029385,60000,Home purchase,ACCEPTED,7.0,
1309,75258979,11518588,1512283408,200000,Refinance existing loans,ACCEPTED,8.7,"(68296913,)"
1322,3295555,63133657,1513969109,100000,buying a pet,REJECTED,8.7,
1330,1625755,55149739,1512275652,280000,Refinance existing loans,ACCEPTED,8.7,
1337,27411082,36797204,1512711726,190000,Home purchase,REJECTED,6.7,
